;period;start;end;n;missing;start;end;n;missing;log;adjust;mean;nlp;lp;ntd;nmh;td-derived;td-ftest;easter;leaster;nout;nao;nls;ntc;nso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;outlier(1);;;outlier(2);;;outlier(3);;;outlier(4);;;outlier(5);;;outlier(6);;;outlier(7);;;outlier(8);;;outlier(9);;;outlier(10);;;outlier(11);;;outlier(12);;;outlier(13);;;outlier(14);;;outlier(15);;;outlier(16);;;outlier(17);;;outlier(18);;;outlier(19);;;outlier(20);;;outlier(21);;;outlier(22);;;outlier(23);;;outlier(24);;;outlier(25);;;outlier(26);;;outlier(27);;;outlier(28);;;outlier(29);;;outlier(30);;;nusers;mu;;;neffectiveobs;nparams;ll;adjustedll;ssqerr;aic;bic;aicc;bicc;hannanquinn;df;nobs;bic2;ser;type;mean;skewness;;kurtosis;;doornikhansen;lb;lb2;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;p;d;q;bp;bd;bq;phi(1);;;phi(2);;;phi(3);;;bphi(1);;;theta(1);;;theta(2);;;btheta(1);;;mode;seasonal;cycle;seasonality;irregular;tdh;others;total;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-qs;seas-lin-f;seas-lin-friedman;seas-lin-kw;seas-lin-periodogram;seas-lin-spectralpeaks;seas-lin-combined;seas-lin-evolutive;seas-lin-stable;seas-si-combined;seas-si-combined3;seas-si-evolutive;seas-si-stable;seas-res-qs;seas-res-f;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;;seas-i-qs;;seas-i-kw;seas-i-friedman;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;;seas-sa-qs;;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;icratio;d9-global-msr;trend-filter;seasonal-filters;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;summary;f-test on sa (td);;f-test on i (td);;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);
RF1031;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;1;0;NA;2;0;NA;6,104253;NA;0;7;6;1;0;0;r.LY;5,037006;1,9826;r.REG1_Semaine;0,328327;2,8487;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (7-2013);-27,529948;-5,8714;AO (3-2020);-14,880297;-3,1814;AO (4-2020);-28,608695;-6,0091;AO (5-2020);-30,890462;-6,5319;AO (7-2020);21,267723;4,5875;AO (8-2020);-19,13552;-4,1265;LS (8-2021);10,558376;3,9928;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;Constant;1,037205;2,2906;142;14;-431,05236841;-431,05236841;3438,823402154;890,10473682;931,486315626;893,411823434;3,640760077;906,920530712;128;154;6,559762786;0;FullResiduals;-0,319935;-0,345972;0,0924;2,799379;0,6256;3,903666;19,786719;21,681755;0,418;0,309586;17,65188;19,158629;0,279488;0,934789;4,656902;0,117393;13,280595;1;0;1;0;1;1;-0,758661;-5,3537;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,484517;-2,5278;0,0127;NA;NA;NA;-0,643044;-7,9014;0;Additive;1;0,054404682;0,693052436;0,048901323;0,010732823;0,413009407;1,220100671;0,788065033;0,275080746;0,201628165;189,010089;48,168278;110,807692;122,344368;59,429485;AT.AT.AT.--.At.--;Present;0,658231981;0;Present;Present;0,611426719;0;0,309586;1,028713;12,172345;15,083916;1,15564;a-.--.--.--.--.--;None;None;0,187821867;0,41316756;0,501897;0,8992;0;1;1,470072;2,358974;0,491117;--.--.--.--.--.--;None;None;0,106992031;0,951010538;0,561445;0,8569;0;1;2,354019;3,666667;0,673688;--.--.--.--.--.--;None;None;0,03635394;0,967366493;-0,423311437;0,725376;0,725376;0,760517;0,760517;0,974159;0,974159;4,294944723;4,574348227;23;S3X5;0,604291653;0,833085293;1,647472362;0,09947091;3;0,229739291;0,2698743;0,57288008;0,408418423;0,613388861;0,584055143;0,842913415;0,844128127;Good;0,725375571084627;0,629829883530876;0,760517346307699;0,602098602700476;0;1;0;1;0,561445322075409;0,856909528666391;0,501896542149442;0,899194492069412
RF1032;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;5;0;NA;56,165919;NA;0;2;0;1;1;0;r.REG5_Lundi;0,004745;0,948;r.REG5_Mardi;0,017807;3,0526;r.REG5_Mercredi;0,013213;2,302;r.REG5_Jeudi;0,0359;6,2323;r.REG5_Vendredi;-0,006904;-1,3439;;NA;NA;TC (9-2020);0,132358;3,0504;LS (12-2020);-0,170871;-4,0069;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;10;230,226536016;-440,387943632;0,295264976;900,775887264;930,263486167;902,468194956;-5,852763703;912,758627624;131;154;-2,914648746;0;FullResiduals;-1,15585;0,019524;0,9246;2,620255;0,3573;0,408487;21,18556;21,936501;0,4637;2,489178;18,877929;19,975968;2,036601;-2,747412;13,161486;-1,098185;4,867496;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,446089;-5,1258;0;NA;NA;NA;-0,725469;-9,0015;0;Multiplicative;1;0,201666238;0,209207794;0,026834714;0,150417656;0,576152445;1,164278848;0,540729135;0,115395021;0,307338185;115,888178;17,954344;91,141026;98,912881;22,113322;AT.a-.--.AT.At.AT;Present;0,004045552;0;Present;ProbablyNone;0,015318006;0;2,489178;0,832156;12,856712;13,559441;0,999287;a-.--.--.--.--.--;None;None;0,309386207;0,57140652;0,480864;0,9124;0,05297;0,9739;1,523361;0,858974;0,431905;--.--.--.--.--.--;None;None;0,822956719;0,88476874;0,192495;0,9978;0,239346;0,8872;2,8338;1,884615;0,219955;--.--.--.--.--.--;None;None;0,577280405;0,9402935;-0,322615297;0,276683;0,276683;0,246848;0,246848;0,617489;0,617489;2,466723486;4,188594112;13;S3X5;1,026721174;0,633121842;0,733361743;0,920105915;0,68577782;0,075437645;0,513949227;0,803655729;0,593194623;0,860529546;0,836748806;0,660421012;0,663795066;Good;0,276683424301763;0,947169723460505;0,246847739489536;0,959911737411205;0,239345739415476;0,887210622720562;0,0529699706361076;0,97386266596395;0,192494929268404;0,997794663408549;0,48086421218083;0,912397219134877
RF1039;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;1;0;NA;NA;NA;0;2;2;0;0;0;r.REG1_Semaine;0,009795;6,8647;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (6-2013);-0,272266;-4,4255;AO (4-2020);0,011242;0,1898;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;142;6;173,92605967;-468,499665714;0,688747376;948,999331429;966,734293774;949,621553651;-5,154206834;956,20610024;136;154;-2,240261669;0;FullResiduals;0,213859;-0,225821;0,2719;3,238915;0,5611;1,841273;8,315352;12,018993;0,957;1,18966;7,494063;10,698171;1,00799;-0,667706;25,96256;0,507778;4,442316;1;0;0;0;1;1;-0,414911;-5,3751;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,613092;-6,3953;0;Multiplicative;1;0,007178848;1,011479499;0,004363563;0,004913999;0,002965904;1,030901813;0,730055374;0,726228082;0,078548716;234,505605;183,529166;122,628205;139,875957;143,69395;At.At.AT.At.At.-t;Present;2,4517e-05;0;Present;Present;5,1288e-05;0;1,18966;1,164884;13,440595;12,216783;0,884025;--.--.--.--.--.a-;None;None;0,86717312;0,305680033;0,467111;0,9205;0;1;2,440008;2,128205;0,469974;--.--.--.--.--.--;None;None;0,334559774;0,394449528;0,392031;0,9572;0;1;3,551925;3,128205;0,621928;--.--.--.--.--.--;None;None;0,294950909;0,373930568;-0,357516499;0,643258;0,643258;0,701036;0,701036;0,450569;0,450569;2,772659766;3,197080732;13;S3X5;0,033963615;0,043765433;0,886329883;0,472486821;3;0,321167707;0,147875084;0,202263702;0,157862632;0,2050782;0,199133583;0,564754094;0,629145951;Good;0,643257845991818;0,695446546978478;0,701035782303734;0,649202230152817;0;1;0;1;0,392030585724391;0,95719788678476;0,467110666480981;0,920508204763263
RF1041;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;1;0;NA;1;0;NA;NA;NA;0;7;3;4;0;0;r.REG1_Semaine;0,223032;1,177;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;LS (2-2014);14,668373;4,641;LS (2-2019);-15,855298;-4,7502;AO (5-2019);33,89052;4,5116;AO (3-2020);-23,025749;-2,9673;AO (4-2020);-5,312678;-0,6813;LS (8-2020);-6,223014;-1,6368;LS (7-2021);-7,974354;-2,2305;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;Constant;99,721446;25,4196;154;13;-548,05078917;-548,05078917;10528,609874628;1122,101578341;1161,581962172;1124,701578341;4,617388791;1138,138411019;141;154;7,542740014;0;FullResiduals;0,476632;-0,363582;0,0655;4,610296;0;14,4036;8,523135;14,38946;0,8523;0;7,589004;12,918919;0;-0,448589;3,150467;0,170209;6,139616;1;0;0;1;0;1;-0,28843;-3,5671;5e-04;NA;NA;NA;NA;NA;NA;-0,861044;-12,6697;0;NA;NA;NA;NA;NA;NA;-0,392085;-2,7613;0,0065;Additive;1;0,040421418;0,29284826;0,07360444;0,001542441;0,669578521;1,07799508;0,809673432;0,001029841;0,110494932;70,324832;11,196209;63,74359;72,208409;10,938556;AT.A-.AT.--.At.--;Present;0,034479503;0;Present;None;0,196475909;0;0;0,733073;8,508756;8,448718;0,728402;-t.--.--.--.--.--;None;None;0,195758507;0,827765313;0,408368;0,9503;0,103956;0,9493;1,553904;2,230769;0,414406;--.--.--.--.--.--;None;None;0,594693916;0,686750662;0,327758;0,9784;1,090509;0,5797;5,005844;6,282051;0,37754;--.--.--.--.--.--;None;None;0,524742004;0,69411313;-0,434746358;0,753616;0,753616;0,815088;0,815088;0,727228;0,727228;4,296407658;5,344857594;23;S3X5;2,217708966;2,227592475;1,648203829;0,621693186;3;0,537943038;0,5720852;0,938601265;0,644387604;1,25331005;1,243527238;1,378814259;1,273909086;Uncertain;0,753615592802435;0,607518006744918;0,815088277962697;0,559835641970609;1,09050921022047;0,579694171450848;0,103956308955152;0,949349605654462;0,327758304423918;0,978418892014291;0,408368321712986;0,950319886422697
RF1042;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;1;0;NA;2;0;NA;32,949552;NA;0;3;1;1;1;0;r.LY;0,112788;3,5155;r.REG1_Semaine;0,012026;7,3354;;NA;NA;;NA;NA;;NA;NA;;NA;NA;LS (3-2012);-0,203183;-4,2282;AO (6-2019);0,212972;3,9478;TC (3-2020);0,226552;5,5341;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;Constant;0,000524;1,4374;141;11;191,877345587;-471,697935747;0,488703791;965,395871494;997,832230288;967,442383122;-5,313782729;978,57688589;130;154;-2,33559101;0;FullResiduals;-0,359147;0,333364;0,1061;3,09022;0,8269;2,742209;23,468422;21,089629;0,3919;0,309821;21,248296;19,085469;0,279416;0,26804;0,631709;0,133619;5,218396;2;1;1;0;1;1;0,27555;2,3877;0,0184;0,412717;4,1299;1e-04;NA;NA;NA;NA;NA;NA;-0,624569;-5,7636;0;NA;NA;NA;-0,820354;-7,8424;0;Multiplicative;1;0,246057316;0,465505151;0,076637969;0,112670486;0,110526309;1,011397231;0,510198121;0,305528762;0,132252941;70,987354;9,555294;60,346154;66,942603;10,239722;At.At.--.a-.AT.aT;Present;0,79289687;0;Present;ProbablyNone;0,253109157;0;0,309821;0,841844;14,98538;14,748252;0,77838;--.--.--.A-.--.--;None;None;0,344859213;0,482121898;0,70686;0,7303;0;1;3,720873;5,153846;0,726171;--.--.--.--.--.--;None;None;0,048114318;0,743049416;0,672217;0,7627;0;1;6,993924;5,75641;0,746888;--.--.--.--.a-.--;None;None;0,000544741;0,563436691;-0,425555822;1,960908;1,960908;2,215589;2,215589;1,550938;1,550938;5,232166267;4,851197117;23;S3X5;0,989195308;0,861610298;2,116083133;0,845502733;3;0,340478847;0,468771839;0,743955768;0,594730789;1,200509268;1,183955239;1,110458651;1,141215188;Uncertain;1,9609084286793;0,074926286062202;2,21558911941319;0,0447345378754783;0;1;0;1;0,672217154041008;0,76265225242808;0,706860394541977;0,73025129566053
RF1051;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;6;0;NA;52,587867;NA;0;7;6;1;0;0;r.LY;0,035782;5,1817;r.REG5_Lundi;-0,005737;-3,5966;r.REG5_Mardi;0,010844;5,8431;r.REG5_Mercredi;0,007441;3,97;r.REG5_Jeudi;0,004239;2,2928;r.REG5_Vendredi;0,004556;2,7658;AO (5-2013);0,040414;3,1466;LS (10-2014);-0,044571;-4,0502;AO (5-2020);-0,013205;-1,0852;AO (8-2020);-0,019948;-1,6596;AO (1-2021);-0,009062;-0,7309;AO (2-2021);-0,020246;-1,6209;AO (4-2021);0,00014;0,0115;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;16;402,468044648;-246,531385824;0,025832254;525,062771649;572,242929895;529,449868423;-8,078427491;544,235156225;125;154;-5,147205185;0;FullResiduals;-1,246432;-0,150365;0,4661;3,140117;0,7341;1,036698;16,674162;23,560598;0,3707;0,826859;14,96094;20,99034;0,745908;0,26804;2,430077;0,085121;5,280887;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,594448;-7,4761;0;NA;NA;NA;-0,690563;-7,4954;0;Multiplicative;1;0,109444174;0,821985046;0,009542853;0,084210105;0,12948133;1,154663508;0,178761832;0,766643578;0,351174372;237,592496;132,725499;116,846154;137,271807;153,279628;At.AT.AT.AT.AT.AT;Present;0,216358294;0;Present;Present;0,262829116;0;0,826859;0,828645;11,759174;14,412587;0,916395;--.--.--.A-.--.A-;None;None;0,671435676;0,614371176;0,226256;0,9954;0;1;1,934385;1,602564;0,219152;--.--.--.--.--.A-;None;None;0,947452077;0,989974567;0,175343;0,9986;0;1;3,088875;2,192308;0,176223;--.--.--.--.--.A-;None;None;0,594281565;0,997174103;-0,430761532;0,537503;0,537503;0,63777;0,63777;0,270416;0,270416;2,901456797;4,402815195;13;S3X5;0,091652616;0,109622616;0,950728398;0,049735455;0,87044295;0,161126078;0,124923545;0,231651819;0,162137142;0,246882642;0,232006121;0,301343774;0,325039647;Good;0,537502572839132;0,779042508293515;0,637770116955538;0,69984050573063;0;1;0;1;0,175342715969085;0,998565367724151;0,226256323660678;0,995443498670758
RF1052;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;1;0;NA;5;0;NA;2,561487;NA;0;2;2;0;0;0;r.REG5_Lundi;0,001363;0,0988;r.REG5_Mardi;-0,0079;-0,4865;r.REG5_Mercredi;0,018495;1,1379;r.REG5_Jeudi;0,029042;1,7699;r.REG5_Vendredi;-0,01472;-1,0201;;NA;NA;AO (3-2020);-0,196035;-1,846;AO (4-2020);-0,371566;-3,4886;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;Constant;0,016334;4,7555;142;11;112,206480856;-522,684642169;1,548098565;1067,369284337;1099,883381971;1069,400053568;-4,169797707;1080,581693824;131;154;-1,196470874;0;FullResiduals;-0,164015;-0,293472;0,1534;3,220973;0,5909;2,364512;14,06978;44,37357;0,0032;0,096132;12,945504;39,538549;0,078781;0,934789;1,82256;-0,147349;7,925907;1;0;0;0;1;1;-0,221155;-2,6238;0,0097;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,835155;-8,2193;0;Multiplicative;1;0,005094899;0,995340393;0,022026514;0,003585852;0,005686179;1,031733837;0,780853072;0,275451516;0,495738775;229,370281;144,117771;108,807692;125,822037;104,206874;At.At.AT.AT.AT.AT;Present;0,050120114;0;Present;Present;0,048078985;0;0,096132;1,331639;16,58183;14,678322;1,517459;--.--.-t.--.--.--;None;None;0,566927579;0,210730358;0,164284;0,9989;0;1;0,900477;0,858974;0,165427;--.--.--.--.--.--;None;None;0,031067635;0,998683615;0,136363;0,9996;0;1;1,060812;2,153846;0,169513;--.--.--.--.--.--;None;None;0,051500667;0,999421242;-0,412664431;0,922912;0,922912;1,120097;1,120097;0,646973;0,646973;4,579588812;5,613591793;23;S3X5;0,169963254;0,221524766;1,789794406;0,024867727;3;0,645436717;0,163404612;0,235030182;0,147640853;0,157646303;0,122253319;0,684272368;0,741465891;Good;0,92291243365446;0,48037799569686;1,12009675038867;0,35346162611307;0;1;0;1;0,13636279610586;0,999564565795692;0,164284467902734;0,99894186478853
RF1061;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;6;0;NA;30,160512;NA;0;1;0;1;0;0;r.REG6_Lundi;-0,000335;-0,1057;r.REG6_Mardi;0,009742;2,6944;r.REG6_Mercredi;0,01102;3,0435;r.REG6_Jeudi;0,013538;3,6015;r.REG6_Vendredi;0,000413;0,1132;r.REG6_Samedi;-0,012221;-3,4643;LS (12-2017);-0,06972;-3,8086;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;10;307,894702074;-345,833525308;0,096251353;711,667050615;741,154649519;713,359358307;-6,97367385;723,649790975;131;154;-4,01632486;0;FullResiduals;0,484976;0,062905;0,7604;3,165651;0,688;0,858729;23,356557;17,10067;0,7578;1,731983;20,830323;15,009742;1,520202;0,871131;3,044086;0,607378;18,866318;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,711274;-9,6485;0;NA;NA;NA;-0,778661;-7,9439;0;Multiplicative;1;0,105804973;0,290455562;0,047922601;0,192471093;0,444437113;1,081091342;0,930097793;0,254050021;0,48947758;148,455392;20,577413;86,435897;98,607628;29,84783;-T.AT.-t.At.aT.At;Present;0,685046359;0;Present;ProbablyNone;0,862648962;0;1,731983;0,989167;13,10592;10,524476;0,881016;--.--.--.--.--.a-;None;None;0,572386005;0,512982975;0,441498;0,9345;0;1;1,332861;1,166667;0,447158;--.--.--.--.--.--;None;None;0,780387143;0,96065231;0,35139;0,9717;0;1;1,586809;1,282051;0,441949;--.--.--.--.--.--;None;None;0,554446902;0,983342098;-0,421679658;0,65027;0,65027;0,745798;0,745798;0,588405;0,588405;3,428138651;4,8886625;13;S3X5;1,037787082;0,862595432;1,214069325;0,323280457;1,283949683;0,355465;0,377731119;0,781007927;0,398545715;0,864326773;0,816734413;0,740517344;0,725429041;Good;0,650270419149154;0,689829418106381;0,745798406377794;0,613673169952673;0;1;0;1;0,351390378927996;0,971671479329698;0,441497763342743;0,934479939321806
RF1062;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;5;0;NA;3,862345;NA;0;11;7;3;1;0;r.REG5_Lundi;-0,003485;-0,9506;r.REG5_Mardi;0,006424;1,423;r.REG5_Mercredi;0,005488;1,2337;r.REG5_Jeudi;0,004418;1,001;r.REG5_Vendredi;-0,00855;-2,208;;NA;NA;AO (3-2013);-0,120065;-4,1551;AO (1-2019);0,117578;4,178;LS (1-2020);0,301512;9,6449;AO (6-2020);-0,067304;-2,2601;AO (7-2020);-0,036072;-1,1935;TC (1-2021);0,03649;1,152;AO (5-2021);0,041056;1,3862;AO (6-2021);-0,037748;-1,236;AO (4-2022);-0,202043;-7,0267;LS (4-2023);-0,152442;-4,7439;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;18;274,758859003;-349,736064404;0,158882769;735,472128808;788,549806834;741,078686185;-6,191689546;757,041061455;123;154;-3,265532198;0;FullResiduals;0,351224;0,068553;0,7396;3,042795;0,9174;0,418262;30,157362;18,233941;0,692;0;26,671082;16,638527;0;-0,33505;23,738927;0,328093;4,9744;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,394301;-4,6248;0;NA;NA;NA;-0,676105;-7,5038;0;Multiplicative;1;0,095033594;0,068336351;0,008284149;0,003990487;0,876175835;1,051820417;0,633613629;0,045902985;0,015535265;154,204489;33,406548;107,423077;118,01604;38,554654;AT.At.AT.AT.At.AT;Present;0,406349876;0;Present;ProbablyNone;0,085298744;0;0;1,281102;14,058649;10,062937;1,040531;--.--.--.--.--.--;None;None;0,453010709;0,233859124;0,24573;0,9935;0;1;1,253972;1,641026;0,253048;--.--.--.--.--.--;None;None;0,38262553;0,991268764;0,233481;0,9948;0;1;2,900737;2,320513;0,247284;--.--.--.--.--.--;None;None;0,386798878;0,998695081;-0,319939732;1,121704;1,121704;1,117866;1,117866;1,048736;1,048736;2,094708505;4,254014964;13;S3X5;0,741431664;0,66902523;0,547354253;0,174074092;0,680747654;0,101605986;0,418473936;0,777660056;0,462581518;1,03527251;1,019598932;0,545777211;0,53054431;Good;1,12170359076344;0,352535547533586;1,11786553579342;0,354750518313902;0;1;0;1;0,233481189671968;0,994768563358812;0,245730071289133;0,993465315319963
RF1071;12;2014-01-01;2024-10-01;130;0;2014-01-01;2024-10-01;130;0;0;None;0;0;NA;7;0;NA;44,069232;NA;0;9;8;0;1;0;r.REG6_Lundi;-0,37695;-1,6068;r.REG6_Mardi;1,165412;4,0282;r.REG6_Mercredi;0,91924;2,98;r.REG6_Jeudi;0,889839;3,1103;r.REG6_Vendredi;0,70523;2,5921;r.REG6_Samedi;-1,916107;-6,8369;TC (3-2020);-8,377099;-4,3552;AO (4-2020);-20,141732;-11,1765;AO (5-2020);-13,460189;-7,0446;AO (6-2020);-5,41726;-3,0016;AO (10-2020);-2,567705;-1,4781;AO (11-2020);-5,942183;-3,3548;AO (1-2021);3,986892;2,4171;AO (6-2021);2,161294;1,2273;AO (7-2021);3,665608;1,9937;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;117;19;-246,463161015;-246,463161015;435,086297141;530,92632203;583,407626791;538,761373576;2,046012605;552,233084403;98;130;4,986389973;0;FullResiduals;-0,134246;-0,082873;0,7144;3,101669;0,8224;0,657082;15,848515;27,003439;0,2111;0,432883;14,110726;23,936992;0,338304;-0,81027;2,482619;-1,49578;9,051227;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,354114;-3,0203;0,0032;NA;NA;NA;-0,668229;-5,1212;0;Additive;1;0,189497321;0,567944163;0,022333482;0,192029352;0,376809583;1,348613902;0,910097084;0,795464402;0,156915078;181,731483;65,393581;90,984615;106,944544;70,493408;At.At.At.At.At.AT;Present;0,236260907;0;Present;Present;0,082532734;0;0,432883;0,580492;4,88349;4,384615;0,666342;--.--.--.A-.--.A-;None;None;0,373996579;0,866217455;0,388457;0,9583;0;1;1,785401;2,876923;0,456651;--.a-.--.--.--.-t;None;None;0,51614403;0,954632063;0,458687;0,9248;0;1;3,343939;3,630769;0,440561;--.--.--.--.--.at;None;None;0,005869063;0,99079978;-0,251027906;0,355049;0,355049;0,351527;0,351527;0,557073;0,557073;2,091595464;3,908872255;13;S3X5;0,336416861;0,358373325;0,545797732;0,514821117;0,631365729;0,036451098;0,253752481;0,561365679;0,331229643;0,786347183;0,767786181;0,412246008;0,418904429;Good;0,355049405656245;0,905763835025944;0,351527456137475;0,907832368839424;0;1;0;1;0,458687088164306;0,924804229989535;0,388457419747858;0,958286067130785
