;start;end;n;arima;mean;p;d;q;bp;bd;bq;m7;q;q-m2;mean;;mse;;nout;kurtosis;;;skewness;;;lb2;;;seas-sa-qs;;seas-sa-qs;seas-sa-f;;seas-i-qs;;seas-i-qs;seas-i-f;;td-sa-last;;td-i-last;;lb;;;dh;;;doornikhansen;;
RF3091;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,565969501;0,576364587;0,629606068;;;;;10;3,041931;0,922;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,016529;0,9384;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;26,49536;0,231;Chi2 with 22.0 degrees of freedom ;0,398807;0,8192;0,398807;0,617442;0,8114;1,65451;0,4372;1,65451;0,839679;0,6009;0,509491;0,8004;0,557533;0,7634;22,912007;0,4067;Chi2 with 22.0 degrees of freedom ;;;;0,350813;0,8391;Chi2 with 2.0 degrees of freedom 
RF3092;2012-01-01;2023-12-01;144;;;1;0;2;0;1;1;0,344495503;0,987818959;0,739122426;;;;;4;3,276352;0,5169;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;-0,067314;0,7522;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;27,909451;0,1116;Chi2 with 20.0 degrees of freedom ;0;1;0;0,252278;0,9927;0;1;0;0,27739;0,9891;2,435359;0,0287;2,247895;0,0423;20,400847;0,4331;Chi2 with 20.0 degrees of freedom ;;;;1,411371;0,4938;Chi2 with 2.0 degrees of freedom 
RF3101;2012-01-01;2023-12-01;144;;;1;0;2;0;1;1;0,248862205;0,880256972;0,618266261;;;;;7;2,801602;0,6417;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;-0,031471;0,8826;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;23,095444;0,2841;Chi2 with 20.0 degrees of freedom ;0;1;0;0,467707;0,9201;0;1;0;0,433976;0,9383;0,555728;0,7648;0,626002;0,7092;21,677538;0,3583;Chi2 with 20.0 degrees of freedom ;;;;0,028337;0,9859;Chi2 with 2.0 degrees of freedom 
RF3102;2013-01-01;2023-12-01;132;;;0;1;1;0;1;1;0,167771116;0,774247101;0,764885849;;;;;8;4,254729;0,0052;Normal with Mean = 3.0 and Stdev = 0.44908871313907184;0,415238;0,0644;Normal with Mean = 0.0 and Stdev = 0.22454435656953592;54,734126;0,0001;Chi2 with 22.0 degrees of freedom ;0;1;0;0,210472;0,9967;0;1;0;0,234915;0,9946;0,444629;0,8476;0,484419;0,8189;12,776161;0,9392;Chi2 with 22.0 degrees of freedom ;;;;8,571088;0,0138;Chi2 with 2.0 degrees of freedom 
RF3103;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,463035266;1,387236905;1,162674955;;;;;3;3,553285;0,1961;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,034525;0,8718;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;24,943374;0,2998;Chi2 with 22.0 degrees of freedom ;0;1;0;0,103741;0,9999;0;1;0;0,260879;0,9915;1,284447;0,2685;1,377451;0,228;21,872532;0,4675;Chi2 with 22.0 degrees of freedom ;;;;3,266301;0,1953;Chi2 with 2.0 degrees of freedom 
RF3109;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,237057066;0,565428756;0,530289051;;;;;3;3,297471;0,4871;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,252813;0,2375;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;19,114632;0,6382;Chi2 with 22.0 degrees of freedom ;0;1;0;0,242507;0,9938;0;1;0;0,59591;0,8294;1,502554;0,1818;1,734246;0,1176;26,61413;0,2262;Chi2 with 22.0 degrees of freedom ;;;;2,160405;0,3395;Chi2 with 2.0 degrees of freedom 
RF3212;2013-01-01;2023-12-01;132;;;1;0;1;1;1;0;0,278470538;1,041690833;0,853121867;;;;;10;4,029127;0,0214;Normal with Mean = 3.0 and Stdev = 0.4472135954999579;-0,442126;0,048;Normal with Mean = 0.0 and Stdev = 0.22360679774997896;31,497839;0,0658;Chi2 with 21.0 degrees of freedom ;0,000936;0,9995;0,000936;0,168308;0,9988;0;1;0;0,172044;0,9987;2,068942;0,0615;1,991423;0,0718;15,317216;0,8067;Chi2 with 21.0 degrees of freedom ;;;;6,815945;0,0331;Chi2 with 2.0 degrees of freedom 
RF3250;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,162272644;0,330929599;0,356789566;;;;;3;3,32069;0,4537;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,080224;0,7078;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;17,588255;0,7301;Chi2 with 22.0 degrees of freedom ;0;1;0;0,480744;0,9124;0;1;0;0,431071;0,9397;0,983888;0,4387;1,147722;0,3382;10,678698;0,979;Chi2 with 22.0 degrees of freedom ;;;;1,677631;0,4322;Chi2 with 2.0 degrees of freedom 
RF3299;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,293974571;0,69060545;0,714863024;;;;;3;3,270099;0,528;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,098094;0,6467;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;24,665361;0,3133;Chi2 with 22.0 degrees of freedom ;0,564134;0,7542;0,564134;0,115509;0,9998;0,095975;0,9531;0,095975;0,133042;0,9996;0,332874;0,9186;0,369844;0,897;18,17311;0,6957;Chi2 with 22.0 degrees of freedom ;;;;1,425727;0,4902;Chi2 with 2.0 degrees of freedom 
RF3311;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,46816554;0,971431588;0,941599429;;;;;8;3,18106;0,6723;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,026101;0,9029;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;39,142527;0,0136;Chi2 with 22.0 degrees of freedom ;0;1;0;0,266608;0,9907;0;1;0;0,303899;0,9841;0,444783;0,8476;0,592627;0,7358;16,201578;0,8058;Chi2 with 22.0 degrees of freedom ;;;;0,888754;0,6412;Chi2 with 2.0 degrees of freedom 
RF3312;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,225775397;0,491324737;0,509021902;;;;;3;3,012004;0,9776;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,201295;0,3469;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;34,957277;0,0391;Chi2 with 22.0 degrees of freedom ;0;1;0;0,20171;0,9973;0;1;0;0,218766;0,9961;0,620515;0,7136;0,78444;0,5835;18,578508;0,6712;Chi2 with 22.0 degrees of freedom ;;;;1,017977;0,6011;Chi2 with 2.0 degrees of freedom 
RF3313;2012-01-01;2023-12-01;144;;;1;0;1;1;1;1;0,435632843;0,580142017;0,575656538;;;;;11;3,692776;0,1042;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;0,267;0,2104;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;28,198415;0,1048;Chi2 with 20.0 degrees of freedom ;5,406728;0,067;5,406728;0,438976;0,9357;4,738025;0,0936;4,738025;0,326902;0,9786;1,260568;0,2797;1,414155;0,2135;27,212357;0,1294;Chi2 with 20.0 degrees of freedom ;;;;4,51267;0,1047;Chi2 with 2.0 degrees of freedom 
RF3314;2012-01-01;2023-12-01;144;;;1;0;1;0;1;1;0,358227611;1,021881731;1,022233254;;;;;13;3,578964;0,1745;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;0,048211;0,8211;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;26,616976;0,1839;Chi2 with 21.0 degrees of freedom ;0;1;0;0,366036;0,9669;0;1;0;0,35745;0,9697;0,528416;0,786;0,540541;0,7766;23,483666;0,3187;Chi2 with 21.0 degrees of freedom ;;;;3,484772;0,1751;Chi2 with 2.0 degrees of freedom 
RF3315;2012-01-01;2023-12-01;144;;;0;0;0;0;1;1;0,332309135;1,08760857;1,070293908;;;;;4;2,972788;0,9491;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;0,439561;0,0392;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;26,128541;0,2948;Chi2 with 23.0 degrees of freedom ;0,037062;0,9816;0,037062;0,295517;0,9858;0;1;0;0,407296;0,9508;1,278206;0,2714;1,433279;0,2063;33,562353;0,0718;Chi2 with 23.0 degrees of freedom ;;;;5,175975;0,0752;Chi2 with 2.0 degrees of freedom 
RF3316;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,307669712;0,778732672;0,504194014;;;;;8;3,064831;0,8796;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,015452;0,9424;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;28,893706;0,1479;Chi2 with 22.0 degrees of freedom ;1,020341;0,6004;1,020341;0,568281;0,8516;0,427911;0,8074;0,427911;0,575187;0,8462;0,640104;0,698;0,635195;0,7019;26,29299;0,2393;Chi2 with 22.0 degrees of freedom ;;;;0,42256;0,8095;Chi2 with 2.0 degrees of freedom 
RF3320;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,174703711;0,396075014;0,416652267;;;;;12;2,956679;0,9194;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,153602;0,4729;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;17,506928;0,7348;Chi2 with 22.0 degrees of freedom ;0;1;0;0,580601;0,8419;0;1;0;0,573848;0,8472;0,44568;0,847;0,514816;0,7963;13,910091;0,9046;Chi2 with 22.0 degrees of freedom ;;;;0,605879;0,7386;Chi2 with 2.0 degrees of freedom 
RF3511;2012-01-01;2023-12-01;144;;;0;1;0;0;1;1;0,092390029;0,28220907;0,304316534;;;;;10;2,946717;0,9009;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,044814;0,8341;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;19,687623;0,6607;Chi2 with 23.0 degrees of freedom ;0;1;0;0,315221;0,9815;0;1;0;0,33293;0,977;1,847796;0,0943;1,535929;0,171;15,917874;0,8588;Chi2 with 23.0 degrees of freedom ;;;;0,154796;0,9255;Chi2 with 2.0 degrees of freedom 
RF3512;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,252885992;0,675811017;0,676075406;;;;;38;2,936206;0,8815;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,022445;0,9165;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;10,834648;0,977;Chi2 with 22.0 degrees of freedom ;10,887033;0,0043;10,887033;0,505458;0,8968;10,141543;0,0063;10,141543;0,39644;0,9554;1,829654;0,0977;1,913506;0,0829;21,782833;0,4729;Chi2 with 22.0 degrees of freedom ;;;;0,107283;0,9478;Chi2 with 2.0 degrees of freedom 
RF3513;2012-01-01;2023-12-01;144;;;0;0;1;0;1;1;0,111152264;0,708686227;0,783234586;;;;;8;3,259078;0,5435;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;0,001425;0,9947;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;80,135818;0;Chi2 with 22.0 degrees of freedom ;0;1;0;0,102264;0,9999;0;1;0;0,125048;0,9997;1,408011;0,2159;1,602849;0,1509;18,601635;0,6698;Chi2 with 22.0 degrees of freedom ;;;;1,273313;0,5291;Chi2 with 2.0 degrees of freedom 
RF3514;2012-01-01;2023-12-01;144;;;0;0;1;0;1;1;0,111152273;0,708686345;0,78323468;;;;;8;3,259078;0,5435;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;0,001423;0,9947;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;80,135676;0;Chi2 with 22.0 degrees of freedom ;0;1;0;0,102264;0,9999;0;1;0;0,125048;0,9997;1,408013;0,2159;1,602851;0,1509;18,601716;0,6698;Chi2 with 22.0 degrees of freedom ;;;;1,273315;0,5291;Chi2 with 2.0 degrees of freedom 
RF3522;2012-01-01;2023-12-01;144;;;1;0;0;0;1;1;0,106343902;0,593976582;0,658450619;;;;;5;2,694403;0,4736;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;-0,213313;0,3171;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;29,311447;0,1362;Chi2 with 22.0 degrees of freedom ;0;1;0;0,218409;0,9961;0;1;0;0,359394;0,9691;1,801941;0,1032;2,201456;0,0465;11,985463;0,9577;Chi2 with 22.0 degrees of freedom ;;;;1,56164;0,458;Chi2 with 2.0 degrees of freedom 
RF3523;2012-01-01;2023-12-01;144;;;0;1;2;0;1;1;0,107690032;0,546355527;0,607990263;;;;;5;2,700405;0,484;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,267077;0,2121;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;18,362387;0,626;Chi2 with 21.0 degrees of freedom ;0;1;0;0,224125;0,9956;0;1;0;0,310115;0,9827;1,624533;0,1449;1,848432;0,0942;12,673008;0,9196;Chi2 with 21.0 degrees of freedom ;;;;2,396563;0,3017;Chi2 with 2.0 degrees of freedom 
RF3600;2012-01-01;2023-12-01;144;;;1;0;0;1;1;0;0,407466666;0,400007775;0,427046372;;;;;2;4,897203;0;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;0,356837;0,0942;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;26,991966;0,2115;Chi2 with 22.0 degrees of freedom ;0,478999;0,787;0,478999;1,148191;0,3298;0,766447;0,6817;0,766447;1,300262;0,2313;0,209805;0,9732;0,228149;0,9669;17,15576;0,7547;Chi2 with 22.0 degrees of freedom ;;;;16,746195;0,0002;Chi2 with 2.0 degrees of freedom 
E4100Y1;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,110046457;0,357868357;0,380090937;;;;;10;2,846096;0,7192;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,323087;0,1311;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;21,343343;0,4996;Chi2 with 22.0 degrees of freedom ;0;1;0;0,377888;0,9626;0;1;0;0,403775;0,9523;2,166616;0,0499;2,643635;0,0186;24,174855;0,3381;Chi2 with 22.0 degrees of freedom ;;;;2,841408;0,2415;Chi2 with 2.0 degrees of freedom 
E4200Y1;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,19646548;0,496174702;0,501371583;;;;;7;3,566929;0,1853;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,320827;0,1338;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;22,014663;0,459;Chi2 with 22.0 degrees of freedom ;0;1;0;0,36529;0,9671;0;1;0;0,609288;0,8183;1,039135;0,4028;1,151561;0,3361;24,18113;0,3378;Chi2 with 22.0 degrees of freedom ;;;;3,834881;0,147;Chi2 with 2.0 degrees of freedom 
RF3230;2013-01-01;2023-12-01;132;;;1;0;0;0;1;1;0,248910015;0,454401573;0,486606024;;;;;3;4,01468;0,0233;Normal with Mean = 3.0 and Stdev = 0.4472135954999579;0,383246;0,0865;Normal with Mean = 0.0 and Stdev = 0.22360679774997896;11,882378;0,9598;Chi2 with 22.0 degrees of freedom ;0;1;0;0,410679;0,949;0;1;0;0,405423;0,9513;0,594261;0,7344;0,475095;0,8258;16,872308;0,7704;Chi2 with 22.0 degrees of freedom ;;;;6,719327;0,0347;Chi2 with 2.0 degrees of freedom 
E4300Y1;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,122775725;0,430554423;0,475328115;;;;;4;2,565755;0,3103;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,0267;0,9007;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;13,319856;0,9239;Chi2 with 22.0 degrees of freedom ;1,680701;0,4316;1,680701;0,582213;0,8406;0,416032;0,8122;0,416032;0,72667;0,7113;2,14788;0,0519;2,2486;0,0422;17,388418;0,7416;Chi2 with 22.0 degrees of freedom ;;;;0,580893;0,7479;Chi2 with 2.0 degrees of freedom 
